university,2023-06-20,ToDoListId[id=ad939dbe-1456-492a-bf9b-cf392d76b3c7],ProjectId[id=15f8faa0-084d-476e-8a2b-6e5aa277ea88]
university,,ToDoListId[id=51b15a70-1a68-44dc-abbd-410c28c80586],ProjectId[id=f492f7fe-55cb-4a43-8e40-ccb23eda4066]
university,2023-06-20,ToDoListId[id=c2b8541d-cf32-4bf2-8ea9-dd7619e9366d],ProjectId[id=817bd6f2-8927-47a9-9c7a-616c68b55fce]
university,,ToDoListId[id=e61bf53a-fad0-480b-98d8-c93d4c680b0f],ProjectId[id=cc50cb27-f985-46e0-9954-a64cb37a0252]
university,2023-06-20,ToDoListId[id=49b753b5-d63a-4cd0-a61d-9772220074ba],ProjectId[id=aa00dc6b-ef49-472f-8f49-d8a778005513]
university,,ToDoListId[id=c246ca81-d012-4b01-abb1-15da28bffb44],ProjectId[id=da56deb6-a580-4f0a-bc47-34446d074862]
university,2023-06-20,ToDoListId[id=83cf0d5f-7167-497a-bd76-3992b9c0a005],ProjectId[id=03762c5a-6ced-4f0a-8ecb-bb0546d7d8bf]
university,,ToDoListId[id=df178f9e-6e2e-40aa-8050-9e19b91829e5],ProjectId[id=8ab26929-e76f-4254-9bec-5693ff175668]
university,2023-06-20,ToDoListId[id=b0247eee-06d6-48f8-908b-5f3239caf00e],ProjectId[id=d64b5cd3-4007-450b-81e9-46d8ec4e0966]
university,,ToDoListId[id=6df863c8-cb6a-41ac-bece-adaddc46cae4],ProjectId[id=b19ca805-aa49-4c27-8a05-21dfd9a46e75]
university,2023-06-20,ToDoListId[id=080ee6c9-79dc-49b2-810d-c9278626fdb6],ProjectId[id=d32b1c27-f22f-493b-85be-1c7337e9871c]
university,,ToDoListId[id=a1a97245-83c8-4335-a0f7-0b57f25cbf46],ProjectId[id=45eb4910-48c9-4916-80bd-b01434a4b613]
university,2023-06-20,ToDoListId[id=ff56d053-ba78-4365-b543-9fa5b777297f],ProjectId[id=5f439a4f-04e5-4532-816f-d9340d3340bf]
university,,ToDoListId[id=c5c09fe5-f017-41b7-a62e-34a8f8a6bc9b],ProjectId[id=50a0ee99-cc78-4c81-bc28-320158cd5cad]
university,2023-06-20,ToDoListId[id=51e5a0e9-6bc9-43c6-99a7-38209e60e7ec],ProjectId[id=6ceaa67c-028d-40ac-9a28-acdf199c3307]
university,,ToDoListId[id=2e0b86d9-25ef-4a5d-8093-131ccf989911],ProjectId[id=06ab4561-3246-415d-8bce-60297d775b06]
university,2023-06-20,ToDoListId[id=c8c9ab89-823d-43d4-85c7-070a0c36104d],ProjectId[id=ace1dcc6-7c37-49a8-81be-8be2519bdaa6]
university,,ToDoListId[id=a82fc8a0-2933-4312-8d87-4223ceee9229],ProjectId[id=81c7de51-4d44-4769-9c63-a0104aaaa56d]
university,2023-06-20,ToDoListId[id=7ae6c58a-0e2c-4301-9425-ccf7511aa550],ProjectId[id=ee25067b-1fa3-4be9-82a6-b762c9863dd9]
university,,ToDoListId[id=5cb6479b-74ce-43db-9f52-627b46fbe0d9],ProjectId[id=9ba88c22-09a5-4b19-8c4b-59d3c995e1fc]
university,,ToDoListId[id=a4bad6f3-eb43-4a9a-a6a5-7fd2b434d588],ProjectId[id=34dcd442-f4fb-44c2-9198-161ebd7484fa]
university,,ToDoListId[id=24c19b48-7194-4009-8e32-8b8e6106433a],ProjectId[id=06a936f1-6342-41d3-82ba-e4a68d4bdc6f]
university,,ToDoListId[id=8abda646-eb7a-403c-ae01-5a5040f52f5a],ProjectId[id=27bb36c7-d1c3-4057-b843-dc183f2165ba]
university,,ToDoListId[id=b72f7683-42a2-4e1a-8389-5b61c1bca57a],ProjectId[id=3502648a-f79d-4535-b7cb-11b34a97d6ec]
university,,ToDoListId[id=124392e0-4e5b-4d51-8c83-a652c897e6b1],ProjectId[id=ce165bee-284f-43d4-85f5-2f4163ab49ef]
university,,ToDoListId[id=d4d9b529-42e3-4b06-bc8c-860d53a0bab8],ProjectId[id=2ab8530f-156f-4d50-857e-871723ef2e54]
university,,ToDoListId[id=ca6462c5-9a5a-4241-a70a-907d284584b6],ProjectId[id=58e0c982-3afc-4897-bcfb-4b47eb1b3c82]
